GeneSymbol,EDS,ActivityLinking_Conserved_nt_count,ActivityLinking_nt_count,ProximityLinking_Conserved_nt_count,ProximityLinking_nt_count,ActivityLinking_EnhancerNumber,ActivityLinking_NumberConservedElements,ProximityLinking_EnhancerNumber,ProximityLinking_NumberConservedElements,pLI,RVIS
ENSG00000005486,0.341344235221818,0,800,1340,47600,4,0,27,39,0.64622680670352295,16.899999999999999
ENSG00000005513,0.436419142805752,8180,75000,5165,91800,52,276,22,273,0.873708460070314,74.86
ENSG00000005700,0.74066091304755599,383,5400,40978,464400,4,21,223,1905,0.90114610231985504,15.2
ENSG00000005801,0.53368636131754998,361,11400,10297,120000,20,4,71,442,0.73166892464143896,41.3
ENSG00000005810,0.62431062712803598,2754,38000,16020,210800,31,165,107,817,1,NA
ENSG00000005812,0.54418145667506701,2183,11600,11918,117400,14,58,70,452,0.25143457942394898,22.21
ENSG00000005844,0.37852142381046699,2107,46400,4496,55400,34,90,16,164,0.43033954401847502,3.53
ENSG00000005882,0.671700467907142,3315,27200,13311,70200,15,133,10,405,0.168975524516492,33.07
ENSG00000005884,0.54500582880443404,3188,36800,5711,51600,33,125,15,240,0.000024,56.63
ENSG00000005889,0.58349858556543099,6424,42800,23796,181400,49,236,95,942,0.98613344982166895,24.26
ENSG00000005893,0.63864792733264697,2059,14000,14305,95000,13,121,42,625,0.94978383546948797,36.979999999999997
ENSG00000005955,0.49725205537926398,1577,11200,3314,18200,12,60,9,119,NA,NA
ENSG00000005961,0.57228526177275496,2941,16800,10717,81400,15,84,43,365,0.000041,4.7
ENSG00000005981,0.53374820778967402,699,8800,11200,106400,12,22,34,475,1.1019712596193901E-2,73.010000000000005
ENSG00000006007,0.40378301314151499,0,600,3471,60600,3,0,33,155,0.000041,53.39
ENSG00000006015,0.45955942725926302,223,3600,3278,20000,5,10,7,77,0.24987907769902901,NA
ENSG00000006016,0.69036634726210999,1923,9200,5086,17600,12,28,5,97,2.6855594173360999E-2,43.41
ENSG00000006025,0.47206859795023798,547,6600,4427,37800,12,26,21,121,0.18160538019976499,16.809999999999999
ENSG00000006042,0.46039808208552802,1176,6000,3731,67800,9,32,23,171,2.86465401329761E-2,40.53
ENSG00000006047,0.63906577145931698,2306,26800,4469,16000,17,51,4,104,0.96872562323379197,59.74
ENSG00000006059,0.44921834814591699,3219,45400,1976,37000,17,105,11,71,0.000000,84.18
ENSG00000006062,0.268020759798417,2376,29800,0,0,27,88,0,0,NA,NA
ENSG00000006071,0.66060425022930802,1862,22600,12878,110200,38,90,38,539,0.000000,1.33
ENSG00000006074,0.34113653187952198,54,1400,1367,47400,5,7,11,105,NA,NA
ENSG00000006075,0.35749401055306701,1677,29600,1239,30400,24,92,5,98,NA,NA
ENSG00000006114,0.578741402838576,2216,21400,9042,59600,19,84,20,274,NA,NA
ENSG00000006116,0.60035174813443304,3374,8600,30681,369600,14,36,161,854,0.98780123211224602,16.82
ENSG00000006118,0.47637807271280502,1235,10600,5981,44400,13,27,7,177,0.000003,66.84
ENSG00000006125,0.50542794384728196,1221,10000,7588,64600,10,38,38,302,NA,4.07
ENSG00000006128,0.42992216999389399,96,600,7347,122400,3,2,118,341,0.87731461464207805,40.39
ENSG00000006194,0.35395832555390799,420,1200,702,23400,3,25,10,21,8.1805156835707792E-3,44.85
ENSG00000006210,0.36635838745743599,1214,35600,1794,36800,18,69,5,117,0.963378216670433,58.33
ENSG00000006282,0.488806937571231,1741,17200,4723,38000,12,33,3,136,0.000011,56.68
ENSG00000006283,0.80639803603803095,10930,55000,23061,110600,35,285,11,556,0.99999651736233297,1
ENSG00000006327,0.35537683926818298,684,16200,1198,20600,9,25,2,46,3.6421306731276998E-2,68.349999999999994
ENSG00000006377,0.78193855069025098,4888,17200,28136,105200,28,106,66,788,0.842830433475103,56.68
ENSG00000006432,0.66187355462397401,1882,26800,12161,186400,23,106,66,654,0.92339517875996002,21.7
ENSG00000006451,0.63558685017985395,2741,32000,52256,425000,27,94,229,1353,0.95037243142187799,50.45
ENSG00000006453,0.51551537021177196,1782,34200,7767,147800,36,118,53,414,4.2773725631071999E-2,51.86
ENSG00000006459,0.67204741105917098,3022,36200,12419,201200,53,98,52,405,0.99869438014555001,NA
ENSG00000006468,0.67204315463992803,4701,17000,75568,555600,22,94,364,1728,0.99667420324085199,8.1
ENSG00000006530,0.420456284648761,323,4200,32459,338400,7,15,181,1028,0.000002,72.92
ENSG00000006534,0.33912374399195699,0,0,1907,35200,0,0,2,83,NA,NA
ENSG00000006555,0.29582670085736301,1707,17600,0,0,13,65,0,0,8.7802724011010105E-4,NA
ENSG00000006576,0.48056955090015302,764,17200,62841,556400,42,35,287,2187,2.4946427256914899E-2,17.809999999999999
ENSG00000006606,0.29158497098279401,114,14800,698,46600,24,10,21,46,1.9786154155303E-2,69.319999999999993
ENSG00000006607,0.45032726811259799,382,22200,4069,108200,41,28,49,205,0.000000,98.32
ENSG00000006611,0.53816825735437501,1674,23200,5652,51800,13,84,18,265,0.000000,42
ENSG00000006625,0.346159312291766,0,800,2904,56400,2,0,25,86,3.8599059817572798E-4,58.43
ENSG00000006634,0.35849505777848101,0,1000,1931,28800,4,0,29,91,0.99816768155592095,75.97
ENSG00000006638,0.41354876960945303,997,26600,4020,45200,18,50,10,140,0.11376813095239301,83.59
ENSG00000006652,0.55445732167375905,299,6600,10910,159000,18,12,71,551,0.10546245684698401,21.85
ENSG00000006659,0.30941234629706799,286,34600,322,47800,31,9,16,10,1.0012279368326099E-2,88.46
ENSG00000006695,0.61297695257682505,22,5000,27871,294800,18,3,153,831,0.64657254592784896,81.040000000000006
ENSG00000006704,0.59233609084778305,1813,27600,10373,243200,28,59,76,307,0.99643435691392102,5.32
ENSG00000006712,0.48768644824329799,1864,8200,4062,26400,11,58,10,127,0.84547262991709404,35.31
ENSG00000006715,0.60879969867861905,581,2600,15518,143800,12,11,94,434,0.000000,10.57
ENSG00000006740,0.61149612517025997,2565,21000,12397,141000,36,57,83,370,0.99929900443618602,3.95
ENSG00000006744,0.59195448754387903,214,1400,32342,341400,4,12,207,974,0.000000,10.35
ENSG00000006747,0.45373513390657,465,5400,6046,118000,6,21,58,325,0.000000,95.45
ENSG00000006756,0.31307364310458202,21,21200,510,50600,18,2,27,98,0.29287284408222602,97.04
ENSG00000006757,0.36630063657959999,281,4000,2716,90600,6,14,74,88,1.10685080808277E-2,54.44
ENSG00000006788,0.60407352938862702,1986,20000,8150,87000,17,64,53,270,0.000000,98.64
ENSG00000006831,0.56615658157148396,2649,32400,12399,161400,51,113,18,553,0.81059798400790195,27.19
ENSG00000006837,0.44040066645522102,491,7800,4460,49800,11,17,26,153,0.000000,85.99
ENSG00000007001,0.69089789874872598,4339,18400,40703,270000,31,112,127,1243,2.0249232179924601E-3,67.47
ENSG00000007038,0.33496108357078302,1050,29000,1289,19600,38,37,10,78,0.000000,61.7
ENSG00000007047,0.544800650137096,558,4600,4962,56200,10,10,23,145,0.999932135718548,7.23
ENSG00000007062,0.42691310098003299,1599,62800,6298,173200,31,102,58,366,0.000000,89.57
ENSG00000007080,0.44239116934397898,16,1000,5264,62000,4,2,36,200,0.31695701136777799,70.27
ENSG00000007129,0.32916532281253902,1648,58800,1971,107400,25,22,29,20,0.000000,86.95
ENSG00000007168,0.52235934050676003,414,5600,10982,103600,22,19,28,348,0.99963285344523001,22.23
ENSG00000007171,0.54530855261911204,242,14200,21237,224800,19,17,88,765,0.000000,17.18
ENSG00000007174,0.53428718467277203,1164,9000,22666,205800,19,62,166,797,0.000000,98.3
ENSG00000007202,0.48931429093189999,424,5400,950,5400,7,11,5,19,0.26524374601424,1.51
ENSG00000007216,0.51797068865289497,645,16200,7936,67800,9,33,26,316,0.000001,29.5
ENSG00000007237,0.80345886660305799,2765,24600,17544,304800,43,87,93,620,2.5529644453455101E-2,7.31
ENSG00000007255,0.35955547936100402,1094,13200,1148,35400,19,12,3,29,7.0527778737149204E-4,89.89
ENSG00000007264,0.38774609755879902,365,10200,2558,56800,20,27,21,209,2.3467261275509699E-4,5.82
ENSG00000007306,0.322838436318306,800,30800,1573,30200,25,54,13,66,0.000001,83.37
ENSG00000007312,0.66084364309911303,2704,46800,7710,57800,28,100,6,213,0.95000265674731399,52.3
ENSG00000007314,0.71601690618822,5579,36000,9703,96400,17,160,8,307,1.0441934669246899E-2,49.26
ENSG00000007341,0.38687746565883802,1487,15600,1832,28600,16,59,5,92,0.000002,84.63
ENSG00000007350,0.61279977451255696,806,12200,11163,60200,26,76,12,405,0.99702623090185005,3.11
ENSG00000007372,0.88902169499247996,17210,47400,49043,229600,63,306,137,1091,0.99880789735806896,14.25
ENSG00000007376,0.38445469505725699,617,6200,910,10200,14,45,4,59,0.000000,43.27
ENSG00000007384,0.40392950609343797,2286,23000,1693,16000,18,64,4,50,0.000004,78.930000000000007
ENSG00000007392,0.41191622997819299,60,2000,1276,9400,1,7,11,21,0.16421279673595299,59.92
ENSG00000007402,0.618304000708365,4546,34800,28793,175800,49,178,30,840,0.99969329685545805,4.9800000000000004
ENSG00000007516,0.43845533984122298,631,8200,2884,24600,7,39,7,150,0.000000,38.44
ENSG00000007520,0.46522966586648701,668,3200,3530,26200,12,41,6,201,2.4075815612353301E-3,37.090000000000003
ENSG00000007541,0.47794706460953301,305,9000,4975,45000,14,11,13,265,0.000000,96.59
ENSG00000007545,0.36999452479338402,346,6400,1808,29800,8,4,12,65,0.95454193553225997,NA
ENSG00000007866,0.59125945740048602,3213,27000,5516,35800,25,92,9,169,NA,72.239999999999995
ENSG00000007908,0.42936194875499301,359,3400,2897,34600,6,17,19,141,0.000000,59.69
ENSG00000007923,0.441046879607291,0,1800,6495,78200,3,0,38,200,0.99997079029497404,13.56
ENSG00000007933,0.74587217940432504,3433,36400,20056,184800,24,176,79,715,0.000000,91.97
ENSG00000007944,0.53832262448967505,2442,19800,23387,358800,24,78,134,1073,2.0226886854297001E-2,31
ENSG00000007952,0.58896438420192898,579,5200,6700,32600,11,30,22,296,3.8645155081300198E-4,89.94
ENSG00000007968,0.51181748111198699,2053,12400,5691,48800,15,56,11,174,0.91470277849915604,24.4
ENSG00000008018,0.401173166547525,118,5800,5022,141400,8,5,51,168,0.71881135209563496,32.93
ENSG00000008056,0.51352022852109103,2109,5400,4533,36800,10,80,16,220,0.87952975333251104,NA
ENSG00000008083,0.80621641370942299,4004,26800,104160,1068000,45,110,283,3156,0.99986219301104695,1.18
ENSG00000008086,0.58758214132267805,3039,11200,22338,134000,19,117,94,1019,0.997790054805334,2.5099999999999998
ENSG00000008118,0.50270960491202499,2908,35400,80735,563000,24,75,234,1932,0.101614386605182,30.09
ENSG00000008128,0.31164972224590998,65,6400,464,12000,11,6,13,20,0.000052,89.69
ENSG00000008130,0.37364398176257801,280,9200,1581,87600,14,23,25,89,NA,57.93
ENSG00000008196,0.71423864834045503,1302,3600,69146,342000,11,28,226,1443,0.99090430504286897,16.03
ENSG00000008197,0.494624594643993,125,1400,21208,122400,5,4,92,450,0.98158699849210895,18.899999999999999
ENSG00000008226,0.49914521311916699,1138,22200,4561,57200,6,56,32,228,0.000000,81.819999999999993
ENSG00000008256,0.55282988951649403,2338,30000,10369,151400,31,68,55,282,0.35636942265174498,14.23
ENSG00000008277,0.57676735278026303,1699,13600,15839,118000,23,68,77,556,0.99938889939634601,32.200000000000003
ENSG00000008282,0.58116427035354201,1881,28400,17247,220800,30,88,61,667,0.289132309522734,63.92
ENSG00000008283,0.48233468384734601,336,4400,31904,279400,8,15,111,1325,0.69889602682060104,65.73
ENSG00000008294,0.66111874469493404,377,3400,17275,206800,11,18,48,652,0.99999893773306203,6.54
ENSG00000008300,0.82361158704193704,3444,11400,8758,22200,13,58,10,110,0.99965622139074695,4.3899999999999997
ENSG00000008311,0.497583404681335,1768,46200,14019,160200,48,56,85,474,0.000001,18.78
ENSG00000008323,0.49178317593954501,1580,41800,7854,124800,28,102,16,394,0.000000,60.3
ENSG00000008324,0.24359727716934701,406,17600,0,0,9,8,0,0,6.0207195513516401E-2,41.96
ENSG00000008382,0.39927813064395701,630,8200,2979,51200,18,18,10,103,1.57249668320667E-2,81.58
ENSG00000008394,0.591957044690402,799,14600,26133,113200,9,50,76,526,1.40289444910937E-2,61.82
ENSG00000008405,0.47079220996966298,112,5800,9400,124400,11,7,88,403,0.000000,7.36
ENSG00000008438,0.40582643060530799,312,4400,2366,30600,6,27,8,111,0.16720072107641201,69.42
ENSG00000008441,0.78480920723681602,17670,80000,30805,129800,53,391,11,613,0.98906645519301395,13.72
ENSG00000008513,0.84059158784955101,1447,80200,20772,727800,46,76,251,809,NA,73.89
ENSG00000008516,0.28977689524809003,2841,61600,1219,60800,34,147,4,91,0.000002,62.47
ENSG00000008517,0.31083137304543901,370,34200,2701,58800,17,26,2,135,0.000000,87.93
ENSG00000008710,0.50582618504517896,846,8400,4631,37000,22,97,18,309,0.99990533199146503,99.76
ENSG00000008735,0.43728018565184401,387,12000,2163,16600,10,15,7,55,0.99752477975146303,NA
ENSG00000008838,0.54819275004031798,1854,14600,5708,30600,3,51,7,161,0.000000,7.07
ENSG00000008853,0.433361160720376,906,15400,4625,81800,25,30,21,189,0.508425067947333,9.07
ENSG00000008869,0.28923697771409401,1635,20200,0,0,17,45,0,0,0.000000,0.78
ENSG00000008952,0.53431699972074498,139,2000,8379,125400,6,13,51,441,0.96725786268297198,31.96
ENSG00000008988,0.419980104431604,0,0,6309,145200,0,0,58,228,0.68632105901835605,53.36
ENSG00000009307,0.51478589937642805,1045,11200,3705,22200,22,35,7,80,0.99995156373161598,5.71
ENSG00000009335,0.47713669948583698,130,6200,6417,133200,12,5,75,204,0.99999927321742199,3.42
ENSG00000009413,0.53733180406568404,2186,10800,28492,215400,17,130,76,1202,0.99999999999993205,1.41
ENSG00000009694,0.72442185840147399,255,600,66634,297600,2,7,181,2342,0.99999581701682605,NA
ENSG00000009709,0.767289238677343,7978,42600,21576,185800,74,233,109,716,0.62982929986705205,30.65
ENSG00000009724,0.50654820404194001,832,5400,2960,16400,11,50,15,89,0.000000,92.59
ENSG00000009765,0.64516994313397402,728,16800,12884,301000,18,33,93,604,8.8309192042962503E-2,78.86
ENSG00000009780,0.26388017348561998,28,1600,0,0,7,3,0,0,5.6102944488468801E-4,56.31
ENSG00000009790,0.58501880352482705,3233,37800,13887,114600,13,117,24,424,0.000001,52.88
ENSG00000009830,0.45141755515019999,990,16600,5636,63400,3,38,17,216,1.3041442932164901E-4,30.29
ENSG00000009844,0.41468645124616199,0,0,3586,102000,0,0,40,182,8.2406141227358107E-2,57.62
ENSG00000009950,0.53034766348259799,1370,22600,4018,53000,22,51,20,143,0.67682309403629703,44.39
ENSG00000009954,0.43492088147105801,448,5800,5958,50600,7,20,26,122,0.99999956286157299,2.13
ENSG00000010017,0.47510111589861798,1405,34600,7441,123400,43,69,34,272,0.99995849555959404,12.35
ENSG00000010030,0.41563569204876,527,23200,6531,125800,13,31,32,263,0.000000,81.510000000000005
ENSG00000010072,0.50339272114759703,1363,16200,3826,64400,30,31,18,118,0.98133574729166795,43.86
ENSG00000010165,0.44098489877990998,1309,8200,4643,50400,17,30,19,144,1.3319801979748301E-3,8.26
ENSG00000010219,0.39216569129967399,11,600,3605,44400,3,2,31,181,0.000000,43.52
ENSG00000010244,0.370137250727476,258,4000,1173,26000,14,13,21,49,5.4263846149762297E-2,10.85
ENSG00000010256,0.39460996652514602,1124,10400,424,27800,4,34,6,33,0.13246710314621099,28.99
ENSG00000010270,0.69200412170508296,1047,16600,17319,359600,17,43,152,837,5.5458281708675103E-3,22.9
ENSG00000010278,0.53910813871980101,2115,79400,4198,140400,33,99,22,225,0.147688594875406,47.52
ENSG00000010282,0.60967056510919804,8039,64200,9249,95000,20,202,21,279,0.000015,86.89
ENSG00000010292,0.70226683754328501,961,8200,2475,8400,8,28,9,58,0.000000,41.17
ENSG00000010295,0.53697444282217099,996,8600,4426,22800,6,40,7,134,2.0732348676785601E-2,28.34
ENSG00000010310,0.54059743951552097,749,7000,2357,19200,8,12,13,76,0.000000,93.18
ENSG00000010318,0.57565887545390204,1210,10200,7231,40200,9,26,13,192,6.4913882316604096E-2,17.11
ENSG00000010319,0.50254611350270395,2125,23200,5463,32400,11,54,8,177,0.000000,8.4
ENSG00000010322,0.40752444121571002,1614,16600,3342,34000,9,46,10,85,0.817101389344283,1.1299999999999999
ENSG00000010327,0.63092926406726602,2903,18800,10545,55800,15,71,16,432,0.000000,19.989999999999998
ENSG00000010361,0.46186131250203599,1582,9600,3868,31400,13,27,11,85,2.0881639865520298E-3,71.790000000000006
ENSG00000010379,0.42526946918589997,1699,35200,3317,51800,24,89,32,162,0.000000,39.619999999999997
ENSG00000010404,0.60535590592042199,914,18000,53847,314000,17,36,188,1708,0.97925991869457996,80.33
ENSG00000010438,0.47985856867436599,585,13400,7295,161000,18,35,84,268,0.000000,82.86
ENSG00000010539,0.43504026801981199,451,3200,1520,15800,5,16,15,92,0.000002,71.849999999999994
ENSG00000010610,0.43689814548193301,1135,25000,3400,38400,10,63,10,156,1.50688725929523E-3,81.93
ENSG00000010626,0.40315860008974203,1580,19600,1500,22200,23,29,9,45,9.1590877194421103E-4,71.69
ENSG00000010671,0.53181857603729898,3054,18400,3557,19000,12,116,11,143,0.999563220319725,28.85
ENSG00000010704,0.40206192133810298,150,17600,878,21600,17,12,13,43,0.000001,83.59
ENSG00000010803,0.63820548777844299,105,2000,16235,173600,6,6,77,627,0.52410168415645997,47.73
ENSG00000010810,0.761486175177716,12683,119400,37184,371600,60,601,52,1656,0.99563570991725003,9.57
